id,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9
1982,0.000000,0.000848,0.000441,0.001170,0.000270,0.003653,0.000012,0.000020,0.986414,0.007173
1983,0.091288,0.000000,0.000064,0.000000,0.007033,0.007995,0.893429,0.000000,0.000191,0.000000
1968,0.000000,0.000083,0.000301,0.019858,0.000000,0.000396,0.000000,0.967893,0.000204,0.011265
1969,0.000000,0.986646,0.001198,0.002428,0.000060,0.000016,0.000000,0.000006,0.008108,0.001539
1970,0.000000,0.000005,0.000002,0.000000,0.988603,0.000551,0.000202,0.000010,0.000815,0.009812
1971,0.002769,0.000001,0.003318,0.000001,0.014645,0.000800,0.977722,0.000000,0.000743,0.000001
1972,0.987758,0.000000,0.000139,0.000003,0.000003,0.008303,0.003710,0.000001,0.000084,0.000000
1973,0.000467,0.000004,0.035966,0.000003,0.000325,0.000284,0.961208,0.000000,0.001745,0.000000
1974,0.954098,0.000000,0.000004,0.000000,0.000198,0.028070,0.017587,0.000000,0.000043,0.000000
1975,0.000029,0.000141,0.000584,0.375433,0.000105,0.553959,0.000008,0.010718,0.027740,0.031283
1976,0.000000,0.004809,0.005594,0.960147,0.000000,0.002897,0.000000,0.001342,0.024470,0.000741
1977,0.000010,0.000039,0.997798,0.000994,0.000000,0.000031,0.000046,0.000001,0.001081,0.000000
1978,0.000000,0.052085,0.082378,0.024891,0.000162,0.004697,0.000349,0.000010,0.834647,0.000780
1979,0.000000,0.000853,0.000394,0.998304,0.000000,0.000026,0.000000,0.000334,0.000083,0.000006
1980,0.003476,0.000000,0.003160,0.000000,0.000548,0.000363,0.992092,0.000000,0.000361,0.000000
1981,0.000000,0.008204,0.006577,0.000274,0.000905,0.000705,0.000908,0.000000,0.982149,0.000278
1982,0.000000,0.000094,0.000002,0.000134,0.010362,0.001230,0.000000,0.016675,0.001986,0.969517
1983,0.000941,0.001409,0.090431,0.117450,0.002000,0.263657,0.000665,0.032838,0.445625,0.044984
1984,0.005636,0.000000,0.000455,0.028001,0.000022,0.959936,0.000392,0.000108,0.005283,0.000167
1985,0.000005,0.000046,0.002720,0.978509,0.000000,0.017544,0.000000,0.000817,0.000323,0.000035
1986,0.000001,0.001607,0.008384,0.014600,0.000080,0.010517,0.000020,0.000338,0.958144,0.006310
1987,0.014309,0.000000,0.000558,0.045099,0.000003,0.915688,0.000020,0.005396,0.018188,0.000740
1988,0.000000,0.000002,0.000000,0.000000,0.996482,0.000008,0.000007,0.000000,0.000052,0.003449
1989,0.007174,0.000000,0.000010,0.000744,0.000264,0.988189,0.000392,0.000054,0.002754,0.000419
1990,0.000053,0.000005,0.998064,0.000837,0.000000,0.000088,0.000441,0.000000,0.000512,0.000000
1991,0.999153,0.000000,0.000000,0.000000,0.000000,0.000661,0.000186,0.000000,0.000000,0.000000
1992,0.004571,0.000000,0.000033,0.002854,0.000690,0.983426,0.000165,0.001181,0.003411,0.003668
1993,0.007279,0.000000,0.000219,0.000001,0.000679,0.006795,0.984108,0.000000,0.000919,0.000000
1994,0.000002,0.026590,0.116622,0.750387,0.000018,0.019849,0.000017,0.002717,0.080732,0.003065
1995,0.000006,0.000038,0.997576,0.001946,0.000000,0.000035,0.000072,0.000000,0.000327,0.000000
1996,0.000006,0.000464,0.013728,0.001856,0.000207,0.007893,0.000541,0.000009,0.974713,0.000581
1997,0.000000,0.000746,0.000542,0.995023,0.000000,0.001657,0.000000,0.000996,0.000848,0.000189
1998,0.000000,0.001694,0.000020,0.000148,0.009573,0.000135,0.000000,0.058069,0.000615,0.929747
1999,0.000032,0.000320,0.000373,0.000478,0.517571,0.017421,0.000179,0.035756,0.003717,0.424154
1984,0.000148,0.000015,0.000839,0.558449,0.000004,0.417531,0.000003,0.012635,0.007215,0.003161
1985,0.000000,0.000026,0.000004,0.020436,0.000000,0.000068,0.000000,0.970461,0.000010,0.008995
1986,0.000000,0.000652,0.000006,0.000033,0.375156,0.001570,0.000008,0.000368,0.016703,0.605506
1987,0.000003,0.000020,0.000081,0.000000,0.990492,0.000219,0.003104,0.000004,0.003553,0.002523
1988,0.002709,0.000000,0.000111,0.000000,0.000511,0.000510,0.996044,0.000000,0.000115,0.000000
1989,0.000000,0.000001,0.000000,0.000778,0.000000,0.000015,0.000000,0.990574,0.000001,0.008631
1990,0.000000,0.992684,0.001367,0.003126,0.000030,0.000008,0.000000,0.000025,0.001342,0.001417
1991,0.000000,0.000175,0.001596,0.997406,0.000000,0.000239,0.000000,0.000536,0.000044,0.000003
1992,0.000000,0.226566,0.004486,0.486271,0.000108,0.003882,0.000000,0.083416,0.013073,0.182198
1993,0.000001,0.010054,0.005666,0.877334,0.000051,0.071370,0.000010,0.001459,0.026026,0.008028
1994,0.027115,0.000000,0.000067,0.000000,0.000416,0.001629,0.970710,0.000000,0.000063,0.000000
1995,0.001467,0.000000,0.000056,0.000000,0.000268,0.000141,0.997986,0.000000,0.000082,0.000000
1996,0.999443,0.000000,0.000000,0.000000,0.000000,0.000555,0.000002,0.000000,0.000000,0.000000
1997,0.000000,0.000556,0.000001,0.000020,0.009514,0.000034,0.000000,0.010068,0.000309,0.979498
1998,0.995723,0.000000,0.000001,0.000000,0.000000,0.002821,0.001447,0.000000,0.000008,0.000000
1999,0.000000,0.982072,0.002153,0.002308,0.000201,0.000014,0.000000,0.000220,0.003406,0.009626
2000,0.000000,0.126969,0.000112,0.000945,0.066258,0.001045,0.000004,0.000247,0.123222,0.681198
2001,0.000000,0.000171,0.000001,0.000002,0.915119,0.000234,0.000014,0.000015,0.002118,0.082326
2002,0.000000,0.342310,0.642395,0.004185,0.000000,0.000004,0.000007,0.000000,0.011099,0.000001
2003,0.000000,0.001418,0.001262,0.000476,0.000516,0.002318,0.000172,0.000001,0.992810,0.001026
2004,0.000089,0.000183,0.001574,0.000827,0.063303,0.160395,0.021050,0.000010,0.744520,0.008051
2005,0.991758,0.000000,0.000008,0.000001,0.000001,0.006254,0.001975,0.000000,0.000003,0.000000
2006,0.000000,0.990090,0.000513,0.000583,0.000280,0.000004,0.000000,0.000050,0.001425,0.007055
2007,0.006187,0.000000,0.000281,0.000000,0.009169,0.002163,0.981861,0.000000,0.000339,0.000000
2008,0.000000,0.003650,0.000004,0.000765,0.005602,0.000449,0.000000,0.009747,0.000765,0.979018
2009,0.000000,0.000000,0.000000,0.001095,0.000000,0.000023,0.000000,0.993478,0.000001,0.005402
2010,0.119704,0.000000,0.019127,0.024334,0.000005,0.749814,0.001452,0.000260,0.085245,0.000058
2011,0.002419,0.000001,0.000498,0.136316,0.000003,0.851088,0.000018,0.001808,0.007347,0.000503
2012,0.000000,0.000010,0.000000,0.000000,0.997146,0.000012,0.000032,0.000001,0.000079,0.002719
2013,0.000000,0.000000,0.000000,0.000157,0.000000,0.000415,0.000000,0.991861,0.000000,0.007568
2014,0.000024,0.000007,0.000077,0.000001,0.952602,0.001153,0.044241,0.000000,0.001581,0.000313
2015,0.000000,0.000630,0.000000,0.000038,0.000909,0.000013,0.000000,0.008130,0.000053,0.990227
2000,0.000000,0.003392,0.000196,0.000029,0.907964,0.001090,0.000497,0.000026,0.023477,0.063329
2001,0.000000,0.000009,0.000001,0.000000,0.986034,0.000134,0.000042,0.000016,0.000251,0.013514
2002,0.000000,0.000225,0.001818,0.979354,0.000000,0.009372,0.000000,0.001184,0.007797,0.000250
2003,0.000810,0.000000,0.000114,0.000000,0.000453,0.000120,0.998358,0.000000,0.000145,0.000000
2004,0.000000,0.002991,0.000849,0.992511,0.000000,0.001712,0.000000,0.001104,0.000489,0.000343
2005,0.000000,0.993401,0.000324,0.001002,0.000110,0.000004,0.000000,0.000040,0.000607,0.004513
2006,0.000000,0.995586,0.000137,0.000485,0.000056,0.000001,0.000000,0.000014,0.000602,0.003118
2007,0.000520,0.000374,0.001654,0.006571,0.391739,0.337017,0.002729,0.013791,0.016733,0.228872
2008,0.000615,0.000000,0.000370,0.000000,0.000071,0.000039,0.998775,0.000000,0.000131,0.000000
2009,0.000000,0.000207,0.000000,0.000018,0.033419,0.000169,0.000000,0.003717,0.000644,0.961825
2010,0.000000,0.998162,0.000367,0.000273,0.000043,0.000001,0.000000,0.000004,0.000443,0.000707
2011,0.000000,0.003572,0.002061,0.006854,0.000261,0.007554,0.000024,0.000050,0.971693,0.007929
2012,0.000000,0.000080,0.000001,0.000000,0.987737,0.000017,0.000013,0.000003,0.000194,0.011954
2013,0.000000,0.997354,0.000073,0.000503,0.000007,0.000001,0.000000,0.000001,0.001535,0.000527
2014,0.000000,0.997591,0.000063,0.000368,0.000017,0.000000,0.000000,0.000008,0.000230,0.001723
2015,0.000000,0.000431,0.000000,0.000045,0.001023,0.000039,0.000000,0.002392,0.000355,0.995714
2016,0.000000,0.000247,0.000000,0.000058,0.012163,0.000205,0.000000,0.011213,0.000193,0.975920
2017,0.000000,0.001022,0.000006,0.000014,0.650812,0.000519,0.000009,0.000212,0.004111,0.343295
2018,0.000719,0.000002,0.014578,0.879362,0.000000,0.098718,0.000001,0.003167,0.003428,0.000024
2019,0.001299,0.000001,0.000985,0.000001,0.017496,0.001887,0.976888,0.000000,0.001442,0.000001
2020,0.000000,0.000710,0.005402,0.002544,0.000009,0.001334,0.000006,0.000018,0.989341,0.000635
2021,0.000000,0.997957,0.000097,0.000235,0.000016,0.000000,0.000000,0.000003,0.000668,0.001025
2022,0.002920,0.000000,0.000074,0.000000,0.000325,0.001117,0.995091,0.000000,0.000473,0.000000
2023,0.998317,0.000000,0.000000,0.000000,0.000000,0.001672,0.000010,0.000000,0.000000,0.000000
2024,0.000000,0.000021,0.000000,0.000000,0.996014,0.000025,0.000045,0.000000,0.000394,0.003499
2025,0.000000,0.996876,0.000067,0.000279,0.000062,0.000001,0.000000,0.000003,0.000679,0.002033
2026,0.000000,0.001282,0.001186,0.996485,0.000000,0.000110,0.000000,0.000628,0.000286,0.000021
2027,0.000000,0.000140,0.000001,0.001961,0.001235,0.001546,0.000000,0.247061,0.000032,0.748024
2028,0.000000,0.000000,0.000000,0.001368,0.000000,0.000128,0.000000,0.992636,0.000000,0.005867
2029,0.000002,0.000050,0.000047,0.000002,0.986381,0.001271,0.003294,0.000003,0.004377,0.004572
2030,0.000000,0.001137,0.000007,0.001282,0.012453,0.003131,0.000000,0.011422,0.001754,0.968814
2031,0.000766,0.000104,0.002009,0.020597,0.010005,0.887588,0.005435,0.000250,0.064046,0.009200
2016,0.000000,0.990407,0.000267,0.000111,0.000289,0.000002,0.000000,0.000001,0.007136,0.001788
2017,0.998404,0.000000,0.000000,0.000000,0.000000,0.001528,0.000067,0.000000,0.000000,0.000000
2018,0.999481,0.000000,0.000000,0.000000,0.000000,0.000499,0.000020,0.000000,0.000000,0.000000
2019,0.000000,0.998987,0.000028,0.000211,0.000002,0.000000,0.000000,0.000003,0.000152,0.000617
2020,0.000000,0.998384,0.000071,0.000167,0.000020,0.000000,0.000000,0.000002,0.000444,0.000911
2021,0.001423,0.000001,0.002421,0.000009,0.003586,0.010174,0.963236,0.000000,0.019149,0.000002
2022,0.000000,0.000871,0.971702,0.024270,0.000000,0.000058,0.000005,0.000000,0.003095,0.000000
2023,0.000000,0.995385,0.000280,0.000710,0.000025,0.000001,0.000000,0.000024,0.000961,0.002615
2024,0.000000,0.000162,0.000000,0.000033,0.021002,0.000267,0.000000,0.003289,0.000320,0.974927
2025,0.000000,0.001890,0.001827,0.001721,0.000023,0.000818,0.000003,0.000013,0.992072,0.001632
2026,0.000000,0.000013,0.000001,0.000000,0.994446,0.000017,0.000022,0.000002,0.000135,0.005365
2027,0.998482,0.000000,0.000000,0.000000,0.000000,0.001464,0.000054,0.000000,0.000000,0.000000
2028,0.000008,0.000057,0.000278,0.794493,0.000002,0.145486,0.000000,0.044506,0.003810,0.011361
2029,0.001206,0.000000,0.000779,0.000000,0.000261,0.000140,0.996421,0.000000,0.001194,0.000000
2030,0.000000,0.000027,0.000004,0.000000,0.991019,0.000043,0.000100,0.000003,0.001279,0.007525
2031,0.000000,0.000289,0.000002,0.000690,0.007903,0.002125,0.000000,0.027630,0.000559,0.960802
2032,0.819341,0.000000,0.000016,0.000052,0.000004,0.179985,0.000451,0.000017,0.000130,0.000002
2033,0.000000,0.000000,0.000000,0.000737,0.000000,0.000055,0.000000,0.995875,0.000000,0.003332
2034,0.000000,0.988417,0.001433,0.004185,0.000089,0.000017,0.000000,0.000071,0.001827,0.003961
2035,0.008605,0.000000,0.000918,0.000000,0.009165,0.001343,0.979309,0.000000,0.000659,0.000000
2036,0.000188,0.000494,0.007008,0.325715,0.000305,0.616389,0.000439,0.000891,0.044084,0.004486
2037,0.000271,0.000015,0.000075,0.005443,0.023062,0.159169,0.000016,0.445630,0.000741,0.365578
2038,0.006016,0.000000,0.000043,0.008504,0.000005,0.978571,0.000034,0.000256,0.006314,0.000257
2039,0.000000,0.000079,0.968499,0.030060,0.000000,0.000021,0.000000,0.000002,0.001338,0.000000
2040,0.001839,0.000000,0.000015,0.003100,0.000385,0.983477,0.000055,0.001244,0.004688,0.005197
2041,0.000000,0.999105,0.000039,0.000166,0.000008,0.000000,0.000000,0.000001,0.000188,0.000493
2042,0.000000,0.015252,0.001367,0.010522,0.000352,0.004811,0.000007,0.000106,0.942374,0.025209
2043,0.087985,0.000000,0.001172,0.002642,0.000205,0.867425,0.002397,0.000313,0.037378,0.000484
2044,0.000001,0.000160,0.000066,0.000002,0.981766,0.000261,0.000361,0.000058,0.001108,0.016218
2045,0.000000,0.000000,0.000000,0.000074,0.000000,0.000179,0.000000,0.991176,0.000000,0.008571
2046,0.987876,0.000000,0.000002,0.000000,0.000006,0.011077,0.001033,0.000001,0.000005,0.000000
2047,0.024469,0.000000,0.000657,0.000113,0.007143,0.398649,0.541736,0.000000,0.027204,0.000028
2032,0.000000,0.000000,0.000000,0.000574,0.000000,0.000035,0.000000,0.996661,0.000000,0.002729
2033,0.000353,0.022211,0.366735,0.020319,0.074623,0.075072,0.027614,0.001457,0.388421,0.023195
2034,0.000000,0.000080,0.998521,0.000595,0.000000,0.000002,0.000002,0.000000,0.000800,0.000000
2035,0.001202,0.000000,0.000040,0.027222,0.000049,0.963995,0.000017,0.002790,0.001691,0.002996
2036,0.000002,0.007273,0.035517,0.059098,0.000084,0.024400,0.000215,0.000038,0.872081,0.001292
2037,0.000000,0.998504,0.000017,0.000221,0.000004,0.000000,0.000000,0.000003,0.000168,0.001084
2038,0.998885,0.000000,0.000000,0.000000,0.000000,0.001067,0.000048,0.000000,0.000000,0.000000
2039,0.000000,0.000146,0.000022,0.000014,0.671679,0.001382,0.000031,0.001899,0.006004,0.318822
2040,0.005273,0.000010,0.003895,0.089794,0.000113,0.886930,0.000719,0.000933,0.011418,0.000915
2041,0.000000,0.000000,0.000000,0.000293,0.000000,0.000022,0.000000,0.996753,0.000000,0.002932
2042,0.000000,0.990065,0.000577,0.002063,0.000127,0.000013,0.000000,0.000025,0.002622,0.004508
2043,0.001012,0.000524,0.035178,0.328556,0.000286,0.534952,0.000828,0.002963,0.091267,0.004434
2044,0.000262,0.000074,0.000768,0.012964,0.012331,0.714203,0.000692,0.001759,0.186693,0.070253
2045,0.000000,0.996984,0.000090,0.001052,0.000008,0.000001,0.000000,0.000006,0.000514,0.001345
2046,0.000011,0.000105,0.007942,0.201367,0.000000,0.005697,0.000000,0.775520,0.004014,0.005343
2047,0.996278,0.000000,0.000001,0.000000,0.000000,0.002677,0.001041,0.000000,0.000003,0.000000
2048,0.978572,0.000000,0.000010,0.000000,0.000002,0.006658,0.014676,0.000000,0.000082,0.000000
2049,0.025335,0.000000,0.000162,0.000000,0.000108,0.001951,0.972270,0.000000,0.000173,0.000000
2050,0.996305,0.000000,0.000001,0.000000,0.000000,0.002081,0.001607,0.000000,0.000006,0.000000
2051,0.000000,0.000000,0.000000,0.000784,0.000000,0.000062,0.000000,0.996499,0.000000,0.002655
2052,0.000000,0.000414,0.001798,0.966467,0.000000,0.001382,0.000000,0.029313,0.000264,0.000363
2053,0.000000,0.998986,0.000061,0.000187,0.000008,0.000000,0.000000,0.000002,0.000203,0.000553
2054,0.000018,0.000072,0.000535,0.000012,0.350121,0.010309,0.024718,0.000002,0.608688,0.005526
2055,0.000000,0.003593,0.002149,0.990882,0.000000,0.001174,0.000000,0.000699,0.001314,0.000189
2056,0.000000,0.004628,0.000001,0.000020,0.019525,0.000028,0.000000,0.000507,0.002309,0.972981
2057,0.000000,0.000001,0.000001,0.001649,0.000000,0.000018,0.000000,0.994657,0.000002,0.003672
2058,0.992615,0.000000,0.000009,0.000000,0.000000,0.004056,0.003302,0.000000,0.000018,0.000000
2059,0.945208,0.000000,0.000005,0.000009,0.000001,0.054432,0.000325,0.000002,0.000018,0.000000
2060,0.000002,0.000287,0.005020,0.000783,0.000211,0.006825,0.000804,0.000001,0.985837,0.000230
2061,0.000000,0.000019,0.000001,0.000001,0.966922,0.000303,0.000028,0.000040,0.000304,0.032382
2062,0.002636,0.000011,0.001009,0.008127,0.005774,0.935726,0.004202,0.000278,0.036933,0.005305
2063,0.000000,0.000342,0.000000,0.000014,0.010916,0.000034,0.000000,0.002605,0.000124,0.985965
2048,0.000000,0.022316,0.006629,0.002191,0.001578,0.002020,0.000095,0.000025,0.957124,0.008022
2049,0.000000,0.000184,0.000088,0.997221,0.000000,0.000159,0.000000,0.002199,0.000097,0.000052
2050,0.000001,0.000999,0.983125,0.002614,0.000000,0.000039,0.000010,0.000020,0.013189,0.000002
2051,0.000000,0.000040,0.000206,0.015607,0.000000,0.000135,0.000000,0.980133,0.000092,0.003786
2052,0.000000,0.003438,0.859716,0.126923,0.000000,0.000045,0.000000,0.000004,0.009874,0.000000
2053,0.000000,0.000750,0.000000,0.000036,0.005450,0.000090,0.000000,0.000638,0.001561,0.991475
2054,0.000000,0.000000,0.000000,0.000133,0.000001,0.000105,0.000000,0.969743,0.000000,0.030018
2055,0.000000,0.003086,0.993443,0.001135,0.000000,0.000004,0.000010,0.000000,0.002323,0.000000
2056,0.000000,0.983218,0.000214,0.000885,0.000075,0.000002,0.000000,0.000170,0.001198,0.014237
2057,0.000000,0.998365,0.000304,0.000195,0.000016,0.000000,0.000000,0.000003,0.000599,0.000518
2058,0.000000,0.008310,0.001731,0.979593,0.000000,0.000537,0.000000,0.002638,0.006399,0.000792
2059,0.000000,0.000061,0.000121,0.010252,0.000001,0.000223,0.000000,0.975860,0.000100,0.013382
2060,0.006173,0.000000,0.000004,0.011734,0.000008,0.906403,0.000001,0.071004,0.000249,0.004424
2061,0.000000,0.027798,0.013552,0.942733,0.000001,0.004555,0.000001,0.000728,0.009750,0.000882
2062,0.000000,0.961084,0.001520,0.004336,0.000656,0.000043,0.000000,0.000632,0.002812,0.028915
2063,0.000000,0.003435,0.000454,0.000058,0.618927,0.000751,0.000061,0.004090,0.007939,0.364286
2064,0.000000,0.001424,0.001574,0.000168,0.000145,0.000277,0.000014,0.000005,0.995032,0.001360
2065,0.000000,0.000131,0.998774,0.000076,0.000000,0.000002,0.000188,0.000000,0.000828,0.000000
2066,0.000007,0.001267,0.977765,0.008492,0.000001,0.000308,0.000148,0.000005,0.012005,0.000002
2067,0.000000,0.000745,0.995216,0.003253,0.000000,0.000016,0.000028,0.000000,0.000741,0.000000
2068,0.000308,0.000109,0.004185,0.000920,0.024463,0.152748,0.038949,0.000007,0.775818,0.002493
2069,0.000000,0.008645,0.005628,0.000869,0.000069,0.000249,0.000005,0.000024,0.982202,0.002309
2070,0.019102,0.000000,0.000099,0.001977,0.000238,0.970705,0.000744,0.000165,0.006412,0.000559
2071,0.000000,0.000001,0.000001,0.001014,0.000000,0.000164,0.000000,0.981650,0.000010,0.017160
2072,0.000000,0.000288,0.003046,0.987807,0.000000,0.004476,0.000000,0.003520,0.000723,0.000140
2073,0.000001,0.020568,0.039092,0.008264,0.000394,0.004326,0.000407,0.000014,0.925581,0.001353
2074,0.000000,0.000826,0.000001,0.000039,0.002288,0.000017,0.000000,0.025471,0.000096,0.971262
2075,0.000003,0.000528,0.043735,0.002476,0.000024,0.002997,0.000199,0.000006,0.949890,0.000142
2076,0.000026,0.000694,0.001233,0.005720,0.035652,0.220973,0.001572,0.000236,0.666166,0.067729
2077,0.004016,0.000000,0.000671,0.000000,0.013318,0.001059,0.980674,0.000000,0.000261,0.000000
2078,0.000002,0.056431,0.034059,0.020159,0.006179,0.017007,0.000665,0.000242,0.843162,0.022094
2079,0.000000,0.000110,0.998349,0.000266,0.000000,0.000005,0.000050,0.000000,0.001220,0.000000
2064,0.000011,0.000103,0.003399,0.934684,0.000000,0.052996,0.000001,0.002960,0.005413,0.000433
2065,0.000000,0.000126,0.000017,0.000247,0.016275,0.001891,0.000000,0.083278,0.001944,0.896223
2066,0.000000,0.000001,0.000000,0.001102,0.000000,0.000025,0.000000,0.993984,0.000001,0.004886
2067,0.000024,0.000153,0.000391,0.349890,0.000131,0.245186,0.000001,0.267327,0.004935,0.131962
2068,0.001456,0.000000,0.000209,0.000000,0.003255,0.000439,0.994513,0.000000,0.000127,0.000000
2069,0.000000,0.001146,0.994781,0.000077,0.000000,0.000003,0.000275,0.000000,0.003717,0.000000
2070,0.000000,0.001069,0.000018,0.000166,0.007209,0.000266,0.000000,0.030132,0.003452,0.957687
2071,0.000006,0.002243,0.983355,0.000519,0.000013,0.000106,0.006036,0.000000,0.007723,0.000000
2072,0.000000,0.000972,0.001801,0.000323,0.000105,0.000698,0.000033,0.000002,0.995410,0.000656
2073,0.000000,0.001606,0.000219,0.000024,0.075336,0.001574,0.000878,0.000001,0.910735,0.009627
2074,0.000000,0.989766,0.000206,0.000953,0.000026,0.000002,0.000000,0.000106,0.001141,0.007800
2075,0.000079,0.000006,0.001613,0.000000,0.131365,0.000142,0.865583,0.000000,0.001210,0.000003
2076,0.000004,0.032816,0.229396,0.015835,0.000896,0.007410,0.001735,0.000039,0.710431,0.001438
2077,0.000001,0.001678,0.017204,0.005810,0.000049,0.003197,0.000020,0.000237,0.969062,0.002742
2078,0.000000,0.000001,0.000003,0.002094,0.000000,0.000055,0.000000,0.994765,0.000007,0.003075
2079,0.000000,0.000535,0.000001,0.000054,0.019024,0.000310,0.000000,0.001658,0.001828,0.976591
2080,0.000000,0.999161,0.000023,0.000129,0.000004,0.000000,0.000000,0.000001,0.000215,0.000468
2081,0.000103,0.000074,0.005271,0.001820,0.000973,0.077070,0.006902,0.000003,0.907283,0.000501
2082,0.985119,0.000000,0.000004,0.000000,0.000004,0.007964,0.006899,0.000000,0.000010,0.000000
2083,0.000000,0.970454,0.002167,0.002771,0.001265,0.000047,0.000001,0.000255,0.003851,0.019189
2084,0.000000,0.000014,0.000004,0.003821,0.000000,0.000045,0.000000,0.984946,0.000004,0.011165
2085,0.000452,0.000002,0.985526,0.013601,0.000000,0.000270,0.000017,0.000008,0.000124,0.000000
2086,0.999776,0.000000,0.000000,0.000000,0.000000,0.000221,0.000003,0.000000,0.000000,0.000000
2087,0.000000,0.000000,0.000000,0.000022,0.000000,0.000226,0.000000,0.996763,0.000000,0.002989
2088,0.000001,0.245988,0.016589,0.061477,0.045505,0.040979,0.000421,0.001794,0.363899,0.223346
2089,0.000000,0.999111,0.000032,0.000109,0.000007,0.000000,0.000000,0.000001,0.000185,0.000555
2090,0.000000,0.000026,0.000001,0.000002,0.713587,0.000232,0.000002,0.002289,0.000199,0.283662
2091,0.999339,0.000000,0.000000,0.000000,0.000000,0.000634,0.000026,0.000000,0.000000,0.000000
2092,0.000000,0.002785,0.835040,0.046144,0.000000,0.000391,0.000006,0.000005,0.115625,0.000004
2093,0.999269,0.000000,0.000000,0.000000,0.000000,0.000657,0.000074,0.000000,0.000000,0.000000
2094,0.000000,0.000452,0.000001,0.000047,0.001117,0.000024,0.000000,0.040086,0.000180,0.958093
2095,0.000021,0.003371,0.109465,0.032362,0.000181,0.025116,0.000650,0.000126,0.827320,0.001388
2080,0.002543,0.000000,0.000201,0.000000,0.000297,0.000443,0.996275,0.000000,0.000240,0.000000
2081,0.001701,0.000037,0.959427,0.000202,0.000024,0.000483,0.036171,0.000001,0.001954,0.000000
2082,0.000000,0.000066,0.000622,0.996388,0.000000,0.000324,0.000000,0.002452,0.000132,0.000016
2083,0.026676,0.000001,0.000222,0.001497,0.011102,0.948062,0.006397,0.000454,0.003240,0.002349
2084,0.000000,0.004960,0.000065,0.977711,0.000000,0.001078,0.000000,0.007973,0.001186,0.007026
2085,0.000001,0.009892,0.010975,0.009390,0.001159,0.017852,0.001108,0.000005,0.947748,0.001870
2086,0.979884,0.000000,0.000010,0.000000,0.000000,0.005275,0.014806,0.000000,0.000025,0.000000
2087,0.000003,0.000474,0.946915,0.003685,0.000000,0.000252,0.000149,0.000001,0.048521,0.000001
2088,0.000000,0.977471,0.000398,0.000111,0.002802,0.000007,0.000002,0.000001,0.015600,0.003608
2089,0.000000,0.996741,0.000087,0.000216,0.000034,0.000001,0.000000,0.000005,0.000817,0.002099
2090,0.000000,0.995840,0.001013,0.001150,0.000018,0.000003,0.000000,0.000002,0.001651,0.000322
2091,0.000000,0.939216,0.000281,0.000741,0.001356,0.000034,0.000001,0.000007,0.040499,0.017866
2092,0.000000,0.000017,0.000002,0.000000,0.996745,0.000091,0.000588,0.000000,0.001297,0.001260
2093,0.000000,0.212062,0.681368,0.000451,0.000579,0.000066,0.005640,0.000000,0.099816,0.000018
2094,0.000000,0.001424,0.000001,0.000011,0.220257,0.000182,0.000000,0.000125,0.003860,0.774141
2095,0.000000,0.000004,0.000001,0.002139,0.000000,0.000023,0.000000,0.989755,0.000005,0.008070
2096,0.032654,0.000148,0.020984,0.010880,0.209889,0.626739,0.030357,0.017748,0.011398,0.039203
2097,0.004006,0.000000,0.000044,0.000099,0.244910,0.670349,0.011604,0.000142,0.052911,0.015933
2098,0.000000,0.761388,0.048448,0.004415,0.015563,0.001168,0.001041,0.000013,0.162616,0.005349
2099,0.000000,0.998624,0.000063,0.000244,0.000012,0.000000,0.000000,0.000003,0.000198,0.000855
2100,0.000000,0.243999,0.626410,0.030450,0.000004,0.000289,0.000173,0.000000,0.098667,0.000009
2101,0.000000,0.999093,0.000023,0.000078,0.000011,0.000000,0.000000,0.000000,0.000279,0.000516
2102,0.000000,0.003222,0.000004,0.000077,0.011432,0.000058,0.000000,0.008427,0.000496,0.976284
2103,0.000000,0.000136,0.000001,0.000192,0.001423,0.000269,0.000000,0.045633,0.000244,0.952102
2104,0.000000,0.000238,0.000000,0.000069,0.003749,0.000148,0.000000,0.008882,0.000283,0.986631
2105,0.000000,0.931869,0.001643,0.011903,0.000221,0.000094,0.000000,0.000782,0.013552,0.039937
2106,0.986102,0.000000,0.000001,0.000000,0.000002,0.004690,0.009199,0.000000,0.000006,0.000000
2107,0.000174,0.004046,0.963306,0.003558,0.000844,0.002520,0.009442,0.000070,0.015930,0.000111
2108,0.998252,0.000000,0.000000,0.000000,0.000000,0.001743,0.000006,0.000000,0.000000,0.000000
2109,0.000002,0.000385,0.993761,0.001417,0.000000,0.000039,0.000087,0.000000,0.004309,0.000000
2110,0.000000,0.995767,0.000305,0.001022,0.000053,0.000004,0.000000,0.000007,0.001088,0.001754
2111,0.000000,0.997278,0.000206,0.000374,0.000047,0.000001,0.000000,0.000008,0.000489,0.001597
2096,0.000000,0.000027,0.000005,0.000000,0.997211,0.000038,0.000320,0.000001,0.000467,0.001931
2097,0.001526,0.000001,0.000904,0.000000,0.254805,0.001794,0.739120,0.000000,0.001829,0.000019
2098,0.000000,0.000046,0.000001,0.000002,0.975410,0.000727,0.000068,0.000011,0.000420,0.023315
2099,0.000000,0.995739,0.000048,0.000388,0.000043,0.000001,0.000000,0.000010,0.000324,0.003448
2100,0.029085,0.000000,0.000028,0.004162,0.000010,0.965206,0.000058,0.000424,0.000847,0.000179
